,Date,FGM,CLOSE_DEF_DIST
93056,2014-11-22,0,5.0
93057,2014-11-22,1,4.1
93058,2014-11-22,0,5.0
93059,2014-11-22,0,2.7
93060,2014-11-22,1,1.7
93061,2014-11-22,1,3.2
93062,2014-11-22,0,6.4
93063,2014-11-22,0,4.6
93064,2014-11-22,0,2.3
93065,2014-11-22,1,5.4
93066,2014-11-22,0,8.8
93067,2014-11-22,0,4.6
93068,2014-11-22,0,4.1
93069,2014-11-22,1,0.1
93070,2014-11-19,0,5.2
93071,2014-11-19,1,2.9
93072,2014-11-19,1,1.1
93073,2014-11-19,0,1.8
93074,2014-11-19,1,3.5
93075,2014-11-19,1,5.7
93076,2014-11-19,1,3.5
93077,2014-11-19,0,2.9
93078,2014-11-19,1,2.9
93079,2014-11-19,1,3.3
93080,2014-11-19,0,2.5
93081,2014-11-17,1,10.7
93082,2014-11-17,0,4.2
93083,2014-11-17,0,1.5
93084,2014-11-17,0,5.6
93085,2014-11-17,0,2.7
93086,2014-11-17,0,8.0
93087,2014-11-17,0,4.8
93088,2014-11-17,0,5.3
93089,2014-11-16,1,3.3
93090,2014-11-16,1,4.3
93091,2014-11-16,0,2.5
93092,2014-11-16,0,3.0
93093,2014-11-16,0,4.0
93094,2014-11-16,0,4.1
93095,2014-11-16,0,5.0
93096,2014-11-16,0,3.3
93097,2014-11-16,0,6.0
93098,2014-11-16,0,4.3
93099,2014-11-16,0,1.4
93100,2014-11-16,1,3.4
93101,2014-11-16,0,5.6
93102,2014-11-16,0,3.3
93103,2014-11-16,1,3.2
93104,2014-11-16,1,4.4
93105,2014-11-16,0,3.7
93106,2014-11-14,1,3.5
93107,2014-11-14,1,1.9
93108,2014-11-14,1,3.4
93109,2014-11-14,1,2.2
93110,2014-11-14,0,5.5
93111,2014-11-14,0,3.6
93112,2014-11-14,1,2.0
93113,2014-11-14,1,3.1
93114,2014-11-14,0,4.7
93115,2014-11-14,0,9.1
93116,2014-11-14,1,2.6
93117,2014-11-14,0,5.1
93118,2014-11-14,0,2.4
93119,2014-11-14,1,1.4
93120,2014-11-14,0,3.7
93121,2014-11-14,0,4.0
93122,2014-11-14,1,4.5
93123,2014-11-14,0,3.5
93124,2014-11-14,0,3.8
93125,2014-11-14,0,5.6
93126,2014-11-14,0,2.6
93127,2014-11-14,0,1.9
93128,2014-11-14,1,2.2
93129,2014-11-08,0,3.6
93130,2014-11-08,0,4.9
93131,2014-11-08,1,3.8
93132,2014-11-08,0,4.2
93133,2014-11-08,1,3.0
93134,2014-11-08,0,3.4
93135,2014-11-08,0,2.2
93136,2014-11-08,1,2.4
93137,2014-11-08,1,3.3
93138,2014-11-08,1,4.1
93139,2014-11-08,0,2.1
93140,2014-11-08,0,4.4
93141,2014-11-08,1,0.8
93142,2014-11-08,0,3.7
93143,2014-11-08,0,4.5
93144,2014-11-08,0,4.3
93145,2014-11-08,0,4.3
93146,2014-11-08,0,2.8
93147,2014-11-08,1,3.3
93148,2014-11-08,0,5.1
93149,2014-11-08,0,3.3
93150,2014-11-08,0,2.7
93151,2014-11-08,1,4.4
93152,2014-11-08,0,5.0
93153,2014-11-06,0,4.4
93154,2014-11-06,1,1.9
93155,2014-11-06,1,2.8
93156,2014-11-06,0,4.9
93157,2014-11-06,0,2.2
93158,2014-11-06,1,1.8
93159,2014-11-06,0,4.0
93160,2014-11-06,1,2.2
93161,2014-11-06,1,2.9
93162,2014-11-06,1,1.4
93163,2014-11-06,1,3.9
93164,2014-11-06,0,7.3
93165,2014-11-06,1,1.5
93166,2014-11-06,0,6.1
93167,2014-11-06,0,4.0
93168,2014-11-04,0,3.8
93169,2014-11-04,1,6.9
93170,2014-11-04,0,3.7
93171,2014-11-04,0,2.8
93172,2014-11-04,1,5.1
93173,2014-11-04,1,1.1
93174,2014-11-04,0,4.4
93175,2014-11-04,1,4.1
93176,2014-11-04,1,2.4
93177,2014-11-04,0,9.0
93178,2014-11-04,0,5.3
93179,2014-11-04,0,3.8
93180,2014-11-04,1,2.1
93181,2014-11-03,1,4.1
93182,2014-11-03,0,6.1
93183,2014-11-03,1,2.6
93184,2014-11-03,0,6.8
93185,2014-11-03,1,1.8
93186,2014-11-03,0,4.9
93187,2014-11-03,0,3.0
93188,2014-11-03,1,1.4
93189,2014-11-03,1,7.6
93190,2014-11-03,0,2.8
93191,2014-11-03,0,5.6
93192,2014-11-03,0,4.5
93193,2014-11-03,0,4.5
93194,2014-11-03,1,5.6
93195,2014-11-03,0,3.5
93196,2014-11-03,0,2.1
93197,2014-11-03,0,2.4
93198,2014-11-03,1,3.5
93199,2014-11-01,0,1.6
93200,2014-11-01,1,5.0
93201,2014-11-01,1,3.9
93202,2014-11-01,0,4.2
93203,2014-11-01,0,1.6
93204,2014-11-01,0,3.6
93205,2014-11-01,0,5.5
93206,2014-11-01,0,2.6
93207,2014-11-01,0,2.5
93208,2014-11-01,1,4.6
93209,2014-11-01,0,3.8
93210,2014-11-01,1,5.5
93211,2014-11-01,0,0.6
93212,2014-11-01,1,2.8
93213,2014-10-29,0,0.6
93214,2014-10-29,0,3.7
93215,2014-10-29,1,1.4
93216,2014-10-29,0,8.3
93217,2014-10-29,0,1.7
93218,2014-10-29,1,4.2
93219,2014-10-29,0,2.4
93220,2014-10-29,0,2.7
93221,2014-10-29,1,5.3
93222,2014-10-29,1,3.4
93223,2014-10-29,0,2.1
93224,2014-10-29,0,4.8
93225,2014-10-29,0,4.3
93226,2014-10-29,0,3.5
93227,2014-10-29,0,5.2
93228,2014-10-29,1,3.7
93229,2014-10-29,0,3.4
93230,2014-10-29,1,3.8
93231,2014-10-28,0,6.6
93232,2014-10-28,0,0.5
93233,2014-10-28,1,4.0
93234,2014-10-28,0,3.3
93235,2014-10-28,1,1.0
93236,2014-10-28,0,7.8
93237,2014-10-28,1,4.4
93238,2014-10-28,1,3.4
93239,2014-10-28,0,3.1
93240,2014-10-28,1,0.9
93241,2014-10-28,0,3.3
93242,2014-10-28,0,2.4
93243,2014-10-28,0,0.7
93244,2014-10-28,0,1.9
93245,2014-10-28,1,5.0
93246,2014-10-28,1,3.6
93247,2014-10-28,0,4.1
