ABB,22.79
ACN,119.30
ATVI,43.78
ADBE,117.04
AAPL,131.32
AMAT,35.85
ASML,122.71
ADP,101.86
BIDU,176.13
CA,32.16
CAJ,29.59
CSCO,32.39
CTSH,57.48
GLW,26.55
DVMT,62.00
EBAY,32.49
EMR,59.67
ERIC,6.16
GOOG,819.79
HPQ,16.14
