ReceivingStatsID,PlayerID,PositionID,TeamID,GameID,Rec,RecYds,RecTD,Lng,LongTarget,LongRec,LongYds,LongTD,ShortTarget,ShortRec,ShortYds,ShortTD,RZInsideTwenty,RZInsideTen,RZInsideFive,RZTD,TotalTargets,RZTotal
890,202,4,11,102,7,94,0,33,2,2,50,0,7,5,44,0,1,0,0,0,9,1
891,202,4,11,103,5,68,0,24,2,1,20,0,8,4,48,0,0,0,0,0,10,0
892,202,4,11,104,9,149,3,46,1,1,21,0,8,8,128,3,0,1,1,2,9,2
893,202,4,11,105,5,78,0,24,1,0,0,0,9,5,78,0,0,1,0,0,10,1
894,202,4,11,106,7,98,0,29,4,1,29,0,8,6,69,0,2,0,0,0,12,2
895,203,4,11,100,1,6,0,6,0,0,0,0,1,1,6,0,0,0,0,0,1,0
896,203,4,11,102,1,15,0,15,0,0,0,0,1,1,15,0,0,0,0,0,1,0
897,203,4,11,106,1,23,0,23,1,1,23,0,0,0,0,0,0,0,0,0,1,0
898,204,3,11,20,6,53,1,18,4,1,18,0,9,5,35,1,1,1,0,1,13,2
899,204,3,11,27,4,46,0,15,1,0,0,0,7,4,46,0,1,0,0,0,8,1
900,204,3,11,74,3,62,0,26,2,2,48,0,2,1,14,0,0,0,0,0,4,0
901,204,3,11,93,6,119,1,44,2,0,0,0,8,6,119,1,0,0,0,0,10,0
902,204,3,11,101,1,20,0,20,2,1,20,0,2,0,0,0,1,0,1,0,4,2
903,204,3,11,102,4,97,2,56,2,1,56,1,4,3,41,1,1,0,0,1,6,1
904,204,3,11,103,4,55,0,24,2,1,23,0,3,3,32,0,0,1,0,0,5,1
905,204,3,11,104,11,124,1,19,2,2,34,0,9,9,90,1,1,1,0,1,11,2
906,204,3,11,105,9,98,0,16,1,1,15,0,11,8,83,0,0,1,0,0,12,1
907,204,3,11,106,5,38,2,15,0,0,0,0,7,5,38,2,1,1,1,2,7,3
908,206,2,11,27,1,7,0,7,0,0,0,0,1,1,7,0,0,0,0,0,1,0
909,206,2,11,99,2,7,0,4,0,0,0,0,2,2,7,0,0,0,0,0,2,0
910,206,2,11,102,1,6,0,6,0,0,0,0,1,1,6,0,0,0,0,0,1,0
911,208,3,11,102,1,43,1,43,2,1,43,1,0,0,0,0,0,0,0,0,2,0
912,209,2,11,20,5,38,1,18,1,0,0,0,9,5,38,1,0,1,2,1,10,3
913,209,2,11,27,4,17,0,12,0,0,0,0,6,4,17,0,0,0,1,0,6,1
914,209,2,11,74,4,59,0,39,0,0,0,0,4,4,59,0,0,0,0,0,4,0
915,209,2,11,93,5,41,0,28,0,0,0,0,5,5,41,0,0,0,0,0,5,0
916,209,2,11,99,5,35,0,12,1,0,0,0,7,5,35,0,0,0,0,0,8,0
917,209,2,11,101,3,18,0,14,0,0,0,0,3,3,18,0,0,0,0,0,3,0
918,209,2,11,102,1,3,0,3,0,0,0,0,3,1,3,0,0,0,0,0,3,0
919,209,2,11,103,5,71,2,49,1,1,49,1,7,4,22,1,2,0,1,1,8,3
920,209,2,11,104,3,23,0,12,0,0,0,0,5,3,23,0,0,2,0,0,5,2
921,209,2,11,105,8,48,0,17,0,0,0,0,9,8,48,0,0,0,0,0,9,0
922,209,2,11,106,1,26,0,26,0,0,0,0,2,1,26,0,0,0,0,0,2,0
923,210,2,11,93,3,15,0,11,0,0,0,0,3,3,15,0,0,0,0,0,3,0
924,211,4,11,27,1,20,0,20,0,0,0,0,1,1,20,0,0,0,0,0,1,0
925,211,4,11,74,1,2,1,2,1,0,0,0,1,1,2,1,0,0,1,1,2,1
926,211,4,11,99,3,15,0,8,0,0,0,0,3,3,15,0,0,0,0,0,3,0
927,211,4,11,101,5,85,1,30,2,2,55,0,3,3,30,1,1,0,0,1,5,1
928,211,4,11,102,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1
929,211,4,11,104,7,61,1,17,0,0,0,0,7,7,61,1,0,0,1,1,7,1
930,211,4,11,105,5,36,2,16,1,1,16,0,5,4,20,2,0,1,1,2,6,2
931,211,4,11,106,1,12,0,12,0,0,0,0,1,1,12,0,0,0,0,0,1,0
932,213,2,12,10,1,11,0,11,0,0,0,0,1,1,11,0,0,0,0,0,1,0
933,213,2,12,80,2,13,0,12,0,0,0,0,2,2,13,0,0,0,0,0,2,0
934,213,2,12,110,2,4,0,9,0,0,0,0,2,2,4,0,1,0,0,0,2,1
935,215,4,12,108,2,18,0,9,0,0,0,0,2,2,18,0,0,0,0,0,2,0
936,215,4,12,110,3,32,1,18,0,0,0,0,4,3,32,1,0,1,1,1,4,2
937,218,3,12,49,1,25,0,25,1,1,25,0,0,0,0,0,0,0,0,0,1,0
938,218,3,12,80,2,45,1,38,1,1,38,1,1,1,7,0,0,0,0,0,2,0
939,218,3,12,91,1,9,0,9,0,0,0,0,1,1,9,0,0,0,0,0,1,0
940,218,3,12,109,1,6,0,6,0,0,0,0,2,1,6,0,0,0,0,0,2,0
941,218,3,12,110,1,5,0,5,0,0,0,0,1,1,5,0,0,0,0,0,1,0
942,218,3,12,111,2,39,0,20,2,2,39,0,1,0,0,0,0,0,0,0,3,0
943,219,3,12,10,1,17,0,17,1,1,17,0,1,0,0,0,0,0,0,0,2,0
944,219,3,12,46,4,64,1,40,3,1,40,1,7,3,24,0,0,1,1,0,10,2
945,219,3,12,49,2,26,0,23,3,1,23,0,3,1,3,0,0,1,0,0,6,1
946,219,3,12,63,3,77,0,38,4,3,77,0,1,0,0,0,0,0,0,0,5,0
947,219,3,12,69,1,12,0,12,3,0,0,0,2,1,12,0,1,0,0,0,5,1
948,219,3,12,80,1,6,0,6,1,0,0,0,1,1,6,0,0,0,0,0,2,0
949,219,3,12,91,3,63,0,39,4,1,39,0,4,2,24,0,1,0,0,0,8,1
950,219,3,12,107,3,37,0,19,2,0,0,0,5,3,37,0,0,0,0,0,7,0
951,219,3,12,108,3,99,1,75,1,1,75,1,4,2,24,0,0,0,0,0,5,0
952,219,3,12,109,4,31,1,12,4,0,0,0,6,4,31,1,2,0,0,1,10,2
953,219,3,12,110,2,48,0,36,1,0,0,0,3,2,48,0,0,0,0,0,4,0
954,219,3,12,111,1,18,0,18,2,0,0,0,1,1,18,0,0,0,0,0,3,0
955,221,3,12,46,3,15,1,6,0,0,0,0,3,3,15,1,0,1,0,1,3,1
956,221,3,12,49,1,9,0,9,0,0,0,0,1,1,9,0,0,0,0,0,1,0
957,221,3,12,63,6,52,0,25,0,0,0,0,6,6,52,0,1,2,0,0,6,3
958,221,3,12,80,1,6,0,6,0,0,0,0,1,1,6,0,0,0,0,0,1,0
959,221,3,12,91,1,17,0,17,0,0,0,0,2,1,17,0,1,0,0,0,2,1
960,221,3,12,107,2,15,0,13,0,0,0,0,2,2,15,0,0,0,0,0,2,0
961,221,3,12,108,1,-2,0,-2,1,0,0,0,1,1,-2,0,1,0,0,0,2,1
962,221,3,12,109,4,39,0,23,0,0,0,0,4,4,39,0,0,0,0,0,4,0
963,221,3,12,110,1,17,0,17,1,1,17,0,1,0,0,0,0,1,0,0,2,1
964,221,3,12,111,2,11,0,6,1,0,0,0,2,2,11,0,0,0,0,0,3,0
965,223,2,12,10,3,19,0,9,0,0,0,0,3,3,19,0,1,0,0,0,3,1
966,223,2,12,46,2,14,0,9,0,0,0,0,3,2,14,0,0,0,0,0,3,0
967,223,2,12,63,1,7,0,7,0,0,0,0,1,1,7,0,0,0,0,0,1,0
968,223,2,12,69,2,23,0,13,0,0,0,0,2,2,23,0,0,0,0,0,2,0
969,223,2,12,107,1,9,0,9,0,0,0,0,1,1,9,0,0,0,0,0,1,0
970,223,2,12,109,4,25,0,12,0,0,0,0,4,4,25,0,0,0,0,0,4,0
971,223,2,12,110,1,7,0,7,0,0,0,0,1,1,7,0,0,0,0,0,1,0
972,224,4,12,107,2,26,0,20,0,0,0,0,2,2,26,0,0,0,0,0,2,0
973,227,4,12,91,2,24,0,13,0,0,0,0,2,2,24,0,0,0,0,0,2,0
974,228,3,12,10,3,37,0,17,0,0,0,0,5,3,37,0,0,0,0,0,5,0
975,228,3,12,46,5,155,0,68,3,1,68,0,6,4,87,0,1,1,0,0,9,2
976,228,3,12,49,10,142,1,61,2,1,61,1,12,9,81,0,0,2,0,0,14,2
977,228,3,12,63,3,57,0,37,3,1,37,0,5,2,20,0,0,0,0,0,8,0
978,228,3,12,69,5,84,1,31,2,1,18,0,5,4,66,1,0,2,0,1,7,2
979,228,3,12,80,2,17,0,12,2,0,0,0,3,2,17,0,1,0,0,0,5,1
980,228,3,12,91,3,37,1,17,0,0,0,0,4,3,37,1,1,0,1,1,4,2
981,228,3,12,107,4,54,0,23,1,0,0,0,6,4,54,0,0,0,0,0,7,0
982,228,3,12,108,4,47,0,21,0,0,0,0,4,4,47,0,1,0,0,0,4,1
983,228,3,12,109,4,37,1,15,0,0,0,0,9,4,37,1,0,1,0,1,9,1
984,228,3,12,111,1,6,0,6,1,0,0,0,2,1,6,0,0,0,0,0,3,0
985,229,2,12,10,2,12,1,9,0,0,0,0,3,2,12,1,0,0,1,1,3,1
986,229,2,12,63,1,11,0,11,0,0,0,0,3,1,11,0,0,0,0,0,3,0
987,229,2,12,80,2,-4,0,1,0,0,0,0,2,2,-4,0,0,0,0,0,2,0
988,229,2,12,91,2,11,0,8,0,0,0,0,2,2,11,0,0,0,0,0,2,0
989,229,2,12,108,1,7,0,7,0,0,0,0,1,1,7,0,0,0,0,0,1,0
990,229,2,12,109,3,40,0,19,0,0,0,0,3,3,40,0,0,0,0,0,3,0
991,229,2,12,111,1,8,0,8,0,0,0,0,1,1,8,0,0,0,0,0,1,0
992,230,3,12,10,2,30,0,17,1,1,17,0,2,1,13,0,0,0,0,0,3,0
993,230,3,12,46,4,63,0,22,1,1,21,0,5,3,42,0,0,2,0,0,6,2
994,230,3,12,49,1,1,0,1,1,0,0,0,5,1,1,0,0,1,0,0,6,1
995,230,3,12,63,2,23,0,17,0,0,0,0,2,2,23,0,0,0,0,0,2,0
996,230,3,12,69,1,20,0,20,2,0,0,0,2,1,20,0,1,0,0,0,4,1
997,230,3,12,80,1,9,0,9,0,0,0,0,1,1,9,0,0,0,0,0,1,0
998,230,3,12,91,4,59,0,19,1,1,19,0,5,3,40,0,0,0,0,0,6,0
999,230,3,12,108,4,57,0,20,3,1,17,0,4,3,40,0,1,0,0,0,7,1
1000,230,3,12,109,4,68,0,43,1,1,43,0,3,3,25,0,1,0,0,0,4,1
1001,230,3,12,110,1,80,1,80,1,1,80,1,1,0,0,0,0,0,0,0,2,0
1002,230,3,12,111,5,61,1,25,4,1,25,1,5,4,36,0,1,0,0,0,9,1
1003,232,3,12,10,4,53,0,20,3,2,35,0,4,2,18,0,0,0,0,0,7,0
1004,232,3,12,46,1,28,0,28,1,0,0,0,5,1,28,0,0,0,0,0,6,0
1005,232,3,12,49,3,31,0,12,1,0,0,0,4,3,31,0,0,0,0,0,5,0
1006,232,3,12,63,1,6,0,6,0,0,0,0,1,1,6,0,0,0,0,0,1,0
1007,232,3,12,69,5,55,0,18,3,0,0,0,5,5,55,0,1,0,0,0,8,1
1008,232,3,12,80,6,68,1,16,2,0,0,0,7,6,68,1,2,0,0,1,9,2
1009,232,3,12,91,6,46,1,14,0,0,0,0,7,6,46,1,0,1,0,1,7,1
1010,232,3,12,107,5,44,0,28,3,1,28,0,7,4,16,0,0,0,0,0,10,0
1011,232,3,12,108,6,47,2,16,2,1,16,0,6,5,31,2,2,0,0,2,8,2
1012,232,3,12,109,3,53,0,48,2,1,48,0,3,2,5,0,0,0,0,0,5,0
1013,232,3,12,110,4,70,0,23,1,1,23,0,7,3,47,0,0,0,1,0,8,1
1014,232,3,12,111,7,132,1,36,3,2,63,1,6,5,69,0,0,0,0,0,9,0
1015,233,2,13,43,1,-3,0,-3,0,0,0,0,2,1,-3,0,0,0,0,0,2,0
1016,233,2,13,109,1,22,0,22,0,0,0,0,1,1,22,0,0,0,0,0,1,0
1017,233,2,13,112,1,10,0,10,0,0,0,0,1,1,10,0,0,0,0,0,1,0
1018,233,2,13,113,2,16,0,13,0,0,0,0,3,2,16,0,0,0,0,0,3,0
1019,233,2,13,114,1,11,1,11,0,0,0,0,1,1,11,1,1,0,0,1,1,1
1020,233,2,13,116,3,20,0,11,0,0,0,0,4,3,20,0,0,0,0,0,4,0
1021,236,4,13,70,1,7,0,7,0,0,0,0,1,1,7,0,0,0,0,0,1,0
1022,236,4,13,114,1,9,0,9,0,0,0,0,1,1,9,0,0,0,0,0,1,0
1023,238,2,13,26,2,12,0,9,0,0,0,0,3,2,12,0,1,0,0,0,3,1
1024,238,2,13,43,2,63,1,56,1,1,56,1,2,1,7,0,0,0,0,0,3,0
1025,238,2,13,52,2,15,0,14,0,0,0,0,5,2,15,0,1,0,0,0,5,1
1026,238,2,13,70,3,32,0,28,0,0,0,0,4,3,32,0,0,0,0,0,4,0
1027,238,2,13,76,2,17,0,11,0,0,0,0,2,2,17,0,0,0,0,0,2,0
1028,238,2,13,109,4,22,1,13,0,0,0,0,6,4,22,1,1,0,1,1,6,2
1029,238,2,13,111,5,26,1,7,1,0,0,0,6,5,26,1,1,1,1,1,7,3
1030,238,2,13,113,7,55,0,17,0,0,0,0,10,7,55,0,0,0,0,0,10,0
1031,238,2,13,114,4,13,1,8,0,0,0,0,6,4,13,1,0,0,1,1,6,1
1032,239,4,13,26,1,26,0,26,1,1,26,0,0,0,0,0,0,0,0,0,1,0
1033,239,4,13,52,1,3,0,3,0,0,0,0,1,1,3,0,0,0,0,0,1,0
1034,239,4,13,112,5,41,0,11,0,0,0,0,6,5,41,0,1,0,0,0,6,1
1035,239,4,13,113,3,28,0,12,0,0,0,0,5,3,28,0,0,0,0,0,5,0
1036,239,4,13,114,2,24,0,18,0,0,0,0,3,2,24,0,0,0,0,0,3,0
1037,239,4,13,115,2,34,1,20,0,0,0,0,2,2,34,1,1,0,0,1,2,1
1038,239,4,13,116,4,41,0,16,0,0,0,0,7,4,41,0,0,3,0,0,7,3
1039,240,4,13,52,1,8,0,8,0,0,0,0,1,1,8,0,0,0,0,0,1,0
1040,240,4,13,76,1,6,0,6,0,0,0,0,2,1,6,0,0,0,0,0,2,0
1041,240,4,13,111,1,8,1,8,1,0,0,0,2,1,8,1,1,1,0,1,3,2
1042,241,2,13,112,1,31,0,31,0,0,0,0,1,1,31,0,0,0,0,0,1,0
1043,241,2,13,116,3,32,0,16,0,0,0,0,4,3,32,0,1,0,0,0,4,1
1044,242,3,13,26,3,22,1,12,1,0,0,0,4,3,22,1,3,0,0,1,5,3
1045,242,3,13,43,6,115,1,45,3,1,22,0,8,5,93,1,0,2,0,1,11,2
1046,242,3,13,52,6,63,0,19,2,2,37,0,4,4,26,0,0,0,0,0,6,0
1047,242,3,13,70,1,12,0,12,0,0,0,0,2,1,12,0,0,0,0,0,2,0
1048,242,3,13,76,4,89,1,76,1,1,76,1,4,3,13,0,0,0,0,0,5,0
1049,242,3,13,109,5,95,0,23,5,3,63,0,6,2,32,0,1,0,0,0,11,1
1050,242,3,13,111,9,238,2,58,3,3,123,2,6,6,115,0,2,0,0,0,9,2
1051,242,3,13,112,6,116,0,49,4,2,66,0,5,4,50,0,0,0,0,0,9,0
1052,242,3,13,113,5,64,1,35,2,1,35,1,4,4,29,0,0,0,0,0,6,0
1053,242,3,13,114,6,108,0,32,5,3,76,0,4,3,32,0,1,0,0,0,9,1
1054,242,3,13,115,4,80,0,41,3,1,41,0,5,3,39,0,0,0,0,0,8,0
1055,242,3,13,116,5,39,0,13,3,0,0,0,6,5,39,0,0,1,0,0,9,1
1056,243,3,13,26,6,74,0,20,0,0,0,0,7,6,74,0,1,0,1,0,7,2
1057,243,3,13,43,2,12,0,9,3,0,0,0,4,2,12,0,0,0,0,0,7,0
1058,243,3,13,52,5,58,0,20,2,0,0,0,6,5,58,0,0,0,0,0,8,0
1059,243,3,13,70,7,99,1,26,3,2,48,0,9,5,51,1,1,0,1,1,12,2
1060,243,3,13,76,6,93,0,23,3,1,20,0,6,5,73,0,0,0,0,0,9,0
1061,243,3,13,109,7,55,0,13,0,0,0,0,12,7,55,0,2,0,0,0,12,2
1062,243,3,13,111,7,53,1,17,1,0,0,0,10,7,53,1,0,0,1,1,11,1
1063,243,3,13,112,4,24,0,11,2,0,0,0,9,4,24,0,2,1,1,0,11,4
1064,243,3,13,113,6,71,0,25,2,1,25,0,5,5,46,0,1,0,0,0,7,1
1065,243,3,13,114,5,77,0,24,5,3,67,0,4,2,10,0,2,0,0,0,9,2
1066,243,3,13,115,7,68,0,16,1,1,16,0,8,6,52,0,0,0,0,0,9,0
1067,243,3,13,116,3,36,0,22,4,1,22,0,8,2,14,0,2,1,0,0,12,3
1068,244,3,13,26,1,4,0,4,0,0,0,0,2,1,4,0,0,0,0,0,2,0
1069,244,3,13,43,2,16,0,11,0,0,0,0,2,2,16,0,0,0,0,0,2,0
1070,244,3,13,70,3,62,0,40,1,1,40,0,2,2,22,0,1,0,0,0,3,1
1071,244,3,13,76,1,1,0,1,0,0,0,0,3,1,1,0,0,0,0,0,3,0
1072,244,3,13,109,2,33,0,18,1,1,18,0,3,1,15,0,1,0,0,0,4,1
1073,244,3,13,112,2,56,1,44,1,1,44,1,1,1,12,0,0,0,0,0,2,0
1074,244,3,13,113,1,10,0,10,0,0,0,0,2,1,10,0,0,0,0,0,2,0
1075,244,3,13,114,1,15,0,15,0,0,0,0,2,1,15,0,1,0,0,0,2,1
1076,244,3,13,115,5,21,0,8,1,0,0,0,7,5,21,0,0,0,0,0,8,0
1077,244,3,13,116,3,21,0,11,0,0,0,0,5,3,21,0,0,1,0,0,5,1
1078,247,3,13,52,1,7,0,7,0,0,0,0,1,1,7,0,0,0,0,0,1,0
1079,247,3,13,111,1,32,0,32,0,0,0,0,1,1,32,0,0,0,0,0,1,0
1080,247,3,13,112,1,16,0,16,0,0,0,0,2,1,16,0,0,0,0,0,2,0
1081,247,3,13,114,1,5,0,5,0,0,0,0,1,1,5,0,0,0,0,0,1,0
1082,247,3,13,115,1,6,0,6,0,0,0,0,1,1,6,0,0,0,0,0,1,0
1083,252,3,14,41,2,28,0,18,0,0,0,0,4,2,28,0,0,0,0,0,4,0
1084,252,3,14,54,4,34,2,11,1,0,0,0,5,4,34,2,1,1,2,2,6,4
1085,252,3,14,58,10,146,2,43,2,1,43,1,9,9,103,1,1,0,1,1,11,2
1086,252,3,14,68,7,90,0,29,1,0,0,0,7,7,90,0,0,0,0,0,8,0
1087,252,3,14,73,8,156,0,59,5,3,96,0,6,5,60,0,0,0,0,0,11,0
1088,252,3,14,119,4,44,1,15,1,0,0,0,4,4,44,1,2,0,0,1,5,2
1089,252,3,14,120,7,108,0,44,3,2,70,0,6,5,38,0,1,0,0,0,9,1
1090,252,3,14,121,6,93,0,37,6,2,57,0,7,4,36,0,0,0,1,0,13,1
1091,254,2,14,120,2,9,0,9,0,0,0,0,3,2,9,0,0,0,0,0,3,0
1092,255,3,14,41,2,16,0,13,0,0,0,0,3,2,16,0,0,1,1,0,3,2
1093,255,3,14,77,6,108,0,36,4,1,29,0,6,5,79,0,1,0,0,0,10,1
1094,255,3,14,112,5,107,1,61,0,0,0,0,6,5,107,1,0,0,0,0,6,0
1095,255,3,14,117,2,24,0,20,4,1,20,0,2,1,4,0,0,0,0,0,6,0
1096,255,3,14,118,5,60,0,27,3,1,27,0,7,4,33,0,1,0,0,0,10,1
1097,255,3,14,119,3,22,0,12,1,0,0,0,5,3,22,0,0,0,0,0,6,0
1098,257,4,14,41,1,6,0,6,0,0,0,0,2,1,6,0,1,1,0,0,2,2
1099,257,4,14,54,7,90,0,21,1,1,21,0,6,6,69,0,0,0,0,0,7,0
1100,257,4,14,58,2,24,0,16,0,0,0,0,4,2,24,0,0,0,0,0,4,0
1101,257,4,14,68,5,55,0,32,1,1,32,0,6,4,23,0,1,0,0,0,7,1
1102,257,4,14,73,4,25,1,14,1,0,0,0,7,4,25,1,0,0,1,1,8,1
1103,257,4,14,77,7,54,3,14,0,0,0,0,8,7,54,3,1,2,3,3,8,6
1104,257,4,14,112,6,45,0,18,0,0,0,0,6,6,45,0,1,1,0,0,6,2
1105,257,4,14,117,5,56,1,19,1,1,16,0,7,4,40,1,0,0,2,1,8,2
1106,257,4,14,118,7,81,0,23,2,1,23,0,7,6,58,0,0,0,0,0,9,0
1107,257,4,14,120,4,26,0,7,1,0,0,0,5,4,26,0,1,0,0,0,6,1
1108,257,4,14,121,3,54,1,30,3,2,49,1,3,1,5,0,1,0,1,1,6,2
1109,258,4,14,41,2,40,0,20,1,1,20,0,1,1,20,0,0,0,0,0,2,0
1110,258,4,14,54,1,27,1,27,1,1,27,1,0,0,0,0,0,0,0,0,1,0
1111,258,4,14,58,3,35,0,13,0,0,0,0,4,3,35,0,0,0,1,0,4,1
1112,258,4,14,77,2,8,1,6,0,0,0,0,2,2,8,1,0,0,1,1,2,1
1113,258,4,14,112,2,22,1,13,0,0,0,0,2,2,22,1,0,1,0,1,2,1
1114,258,4,14,117,1,7,0,7,0,0,0,0,1,1,7,0,0,0,0,0,1,0
1115,258,4,14,118,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1
1116,258,4,14,120,1,12,0,12,0,0,0,0,1,1,12,0,0,0,0,0,1,0
1117,260,2,14,41,3,28,0,15,0,0,0,0,5,3,28,0,0,0,0,0,5,0
1118,260,2,14,54,1,4,0,4,0,0,0,0,3,1,4,0,0,0,1,0,3,1
1119,260,2,14,73,5,50,0,26,0,0,0,0,6,5,50,0,0,0,0,0,6,0
1120,260,2,14,120,1,5,0,5,0,0,0,0,2,1,5,0,0,0,0,0,2,0
1121,261,2,14,58,8,68,0,27,0,0,0,0,10,8,68,0,0,1,0,0,10,1
1122,261,2,14,68,3,3,0,3,0,0,0,0,5,3,3,0,0,0,0,0,5,0
1123,261,2,14,77,1,-3,0,-3,0,0,0,0,2,1,-3,0,0,1,0,0,2,1
1124,261,2,14,117,4,50,0,21,0,0,0,0,5,4,50,0,0,0,0,0,5,0
1125,261,2,14,118,4,45,0,19,0,0,0,0,4,4,45,0,1,0,0,0,4,1
1126,261,2,14,119,2,17,0,10,0,0,0,0,2,2,17,0,0,0,0,0,2,0
1127,261,2,14,121,4,8,0,5,0,0,0,0,7,4,8,0,0,0,0,0,7,0
1128,262,3,14,117,4,25,0,9,1,0,0,0,6,4,25,0,1,0,0,0,7,1
1129,262,3,14,118,2,15,0,11,0,0,0,0,2,2,15,0,0,0,0,0,2,0
1130,265,3,14,68,2,25,0,13,0,0,0,0,2,2,25,0,0,0,0,0,2,0
1131,266,3,14,41,1,6,0,6,0,0,0,0,1,1,6,0,0,0,0,0,1,0
1132,266,3,14,54,2,19,0,13,1,0,0,0,2,2,19,0,0,0,0,0,3,0
1133,266,3,14,58,1,16,0,16,1,1,16,0,2,0,0,0,1,0,0,0,3,1
1134,266,3,14,68,2,6,1,3,1,0,0,0,3,2,6,1,2,0,1,1,4,3
1135,266,3,14,73,1,7,0,7,1,0,0,0,5,1,7,0,1,0,0,0,6,1
1136,266,3,14,77,3,29,0,12,1,0,0,0,4,3,29,0,0,0,0,0,5,0
1137,266,3,14,112,3,33,0,13,0,0,0,0,4,3,33,0,0,0,0,0,4,0
1138,266,3,14,118,1,29,0,29,1,0,0,0,1,1,29,0,1,0,0,0,2,1
1139,266,3,14,119,3,61,0,42,1,1,42,0,2,2,19,0,0,0,0,0,3,0
1140,266,3,14,120,7,79,1,25,1,1,25,0,6,6,54,1,0,1,0,1,7,1
1141,266,3,14,121,1,9,0,9,0,0,0,0,2,1,9,0,0,0,1,0,2,1
1142,267,3,14,41,5,58,0,17,2,1,17,0,7,4,41,0,0,0,0,0,9,0
1143,267,3,14,54,6,74,0,17,0,0,0,0,9,6,74,0,0,0,1,0,9,1
1144,267,3,14,58,3,36,0,21,0,0,0,0,3,3,36,0,0,0,0,0,3,0
1145,267,3,14,68,3,52,0,23,0,0,0,0,4,3,52,0,0,0,0,0,4,0
1146,267,3,14,73,4,49,0,18,5,1,18,0,6,3,31,0,1,0,1,0,11,2
1147,267,3,14,77,8,89,0,27,2,2,48,0,8,6,41,0,2,1,0,0,10,3
1148,267,3,14,112,5,27,0,9,1,0,0,0,9,5,27,0,4,0,0,0,10,4
1149,267,3,14,117,2,1,0,1,0,0,0,0,3,2,1,0,0,0,0,0,3,0
1150,267,3,14,118,4,39,1,13,3,0,0,0,4,4,39,1,0,1,0,1,7,1
1151,267,3,14,119,4,33,1,18,1,0,0,0,9,4,33,1,0,2,2,1,10,4
1152,267,3,14,120,5,39,0,11,2,0,0,0,8,5,39,0,0,0,0,0,10,0
1153,267,3,14,121,7,112,0,26,2,0,0,0,13,7,112,0,2,0,1,0,15,3
1154,268,4,14,41,1,29,0,29,0,0,0,0,2,1,29,0,0,0,0,0,2,0
1155,268,4,14,58,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1
1156,268,4,14,77,1,15,0,15,0,0,0,0,1,1,15,0,0,0,0,0,1,0
1157,268,4,14,119,1,5,0,5,0,0,0,0,1,1,5,0,0,0,0,0,1,0
1158,269,3,14,73,4,48,1,20,2,1,20,0,4,3,28,1,1,0,1,1,6,2
1159,270,2,14,58,1,12,0,12,0,0,0,0,2,1,12,0,0,0,0,0,2,0
1160,270,2,14,68,2,16,0,18,0,0,0,0,3,2,16,0,0,1,0,0,3,1
1161,270,2,14,73,1,24,0,24,0,0,0,0,1,1,24,0,0,0,0,0,1,0
1162,270,2,14,118,2,7,0,4,0,0,0,0,4,2,7,0,0,0,0,0,4,0
1163,270,2,14,119,2,18,0,14,0,0,0,0,2,2,18,0,1,0,0,0,2,1
1164,270,2,14,120,2,5,0,5,0,0,0,0,5,2,5,0,0,0,0,0,5,0
1165,270,2,14,121,1,4,0,4,0,0,0,0,2,1,4,0,0,0,0,0,2,0
1166,273,3,15,4,5,76,1,28,2,1,28,1,7,4,48,0,2,0,0,0,9,2
1167,273,3,15,44,3,70,2,40,1,1,40,1,6,2,30,1,0,0,0,0,7,0
1168,273,3,15,122,6,92,1,26,4,3,64,1,4,3,28,0,0,0,0,0,8,0
1169,273,3,15,123,2,46,0,24,3,2,46,0,5,0,0,0,1,0,0,0,8,1
1170,273,3,15,124,8,115,1,35,3,1,35,1,8,7,80,0,0,0,0,0,11,0
1171,273,3,15,125,3,38,0,18,5,1,18,0,6,2,20,0,0,2,0,0,11,2
1172,273,3,15,126,7,49,1,13,1,0,0,0,7,7,49,1,1,0,1,1,8,2
1173,273,3,15,127,3,61,1,32,2,1,32,0,4,2,29,1,1,0,0,1,6,1
1174,273,3,15,128,4,94,0,51,3,2,71,0,4,2,23,0,0,0,1,0,7,1
1175,273,3,15,129,2,18,0,12,4,0,0,0,6,2,18,0,2,2,0,0,10,4
1176,273,3,15,130,9,109,1,22,2,1,22,1,11,8,87,0,0,0,1,0,13,1
1177,273,3,15,131,5,56,0,30,3,1,30,0,9,4,26,0,1,0,0,0,12,1
1178,274,3,15,4,1,12,0,12,0,0,0,0,1,1,12,0,0,0,0,0,1,0
1179,274,3,15,44,2,24,0,14,0,0,0,0,3,2,24,0,0,0,0,0,3,0
1180,274,3,15,123,1,8,0,8,0,0,0,0,1,1,8,0,0,0,0,0,1,0
1181,274,3,15,124,1,29,0,29,1,1,29,0,0,0,0,0,0,0,0,0,1,0
1182,274,3,15,125,1,21,0,21,0,0,0,0,1,1,21,0,0,0,0,0,1,0
1183,274,3,15,126,2,13,0,10,0,0,0,0,3,2,13,0,0,0,0,0,3,0
1184,274,3,15,127,3,21,1,11,0,0,0,0,5,3,21,1,1,0,1,1,5,2
1185,277,3,15,4,2,35,0,18,3,2,35,0,1,0,0,0,1,0,0,0,4,1
1186,277,3,15,124,7,66,0,16,1,1,16,0,8,6,50,0,0,0,0,0,9,0
