ReceivingStatsID,PlayerID,PositionID,TeamID,GameID,Rec,RecYds,RecTD,Lng,LongTarget,LongRec,LongYds,LongTD,ShortTarget,ShortRec,ShortYds,ShortTD,RZInsideTwenty,RZInsideTen,RZInsideFive,RZTD,TotalTargets,RZTotal
1187,277,3,15,125,1,4,0,4,0,0,0,0,1,1,4,0,0,0,0,0,1,0
1188,277,3,15,126,1,8,0,8,0,0,0,0,1,1,8,0,0,0,0,0,1,0
1189,277,3,15,130,1,47,1,47,1,1,47,1,1,0,0,0,0,0,0,0,2,0
1190,277,3,15,131,2,34,1,32,2,1,32,1,2,1,2,0,0,0,0,0,4,0
1191,278,3,15,4,5,80,0,30,3,2,56,0,4,3,24,0,0,0,0,0,7,0
1192,278,3,15,44,2,15,0,9,5,0,0,0,2,2,15,0,1,0,0,0,7,1
1193,278,3,15,122,4,32,0,11,0,0,0,0,4,4,32,0,0,0,0,0,4,0
1194,278,3,15,123,4,46,0,16,0,0,0,0,4,4,46,0,1,0,1,0,4,2
1195,278,3,15,125,3,46,0,22,1,1,22,0,3,2,24,0,0,0,0,0,4,0
1196,278,3,15,126,4,58,0,26,5,1,22,0,5,3,36,0,0,0,0,0,10,0
1197,278,3,15,127,3,21,0,9,2,0,0,0,6,3,21,0,0,0,0,0,8,0
1198,278,3,15,128,3,33,0,13,0,0,0,0,5,3,33,0,0,0,0,0,5,0
1199,278,3,15,129,2,59,0,47,2,1,47,0,3,1,12,0,0,0,0,0,5,0
1200,278,3,15,130,2,43,0,22,1,1,22,0,3,1,12,0,0,0,0,0,4,0
1201,278,3,15,131,2,20,0,14,0,0,0,0,5,2,20,0,0,0,0,0,5,0
1202,279,4,15,44,1,7,0,7,0,0,0,0,1,1,7,0,0,0,0,0,1,0
1203,279,4,15,125,2,16,0,8,0,0,0,0,2,2,16,0,0,0,0,0,2,0
1204,279,4,15,128,1,13,0,13,0,0,0,0,1,1,13,0,0,0,0,0,1,0
1205,279,4,15,130,2,20,0,17,0,0,0,0,2,2,20,0,0,0,0,0,2,0
1206,281,4,15,4,2,30,0,17,0,0,0,0,5,2,30,0,0,0,0,0,5,0
1207,281,4,15,44,6,119,0,38,4,3,88,0,3,3,31,0,0,0,0,0,7,0
1208,281,4,15,122,8,83,1,22,2,1,22,0,9,7,61,1,1,0,1,1,11,2
1209,281,4,15,123,6,72,0,20,2,1,20,0,6,5,52,0,0,0,1,0,8,1
1210,281,4,15,124,5,69,1,37,1,0,0,0,6,5,69,1,0,0,0,0,7,0
1211,281,4,15,125,6,72,2,19,0,0,0,0,9,6,72,2,1,2,0,2,9,3
1212,281,4,15,126,6,62,1,16,1,0,0,0,10,6,62,1,4,0,0,1,11,4
1213,281,4,15,127,8,105,0,23,2,2,40,0,6,6,65,0,0,0,0,0,8,0
1214,281,4,15,128,1,16,0,16,0,0,0,0,3,1,16,0,0,0,0,0,3,0
1215,281,4,15,129,3,30,0,11,0,0,0,0,4,3,30,0,0,0,0,0,4,0
1216,281,4,15,130,5,61,0,15,3,0,0,0,8,5,62,0,0,0,1,0,11,1
1217,281,4,15,131,5,59,0,19,0,0,0,0,9,5,59,0,2,0,0,0,9,2
1218,282,2,15,44,4,23,0,9,0,0,0,0,4,4,23,0,0,0,0,0,4,0
1219,282,2,15,122,3,17,0,14,0,0,0,0,3,3,17,0,0,0,0,0,3,0
1220,282,2,15,123,1,22,0,22,0,0,0,0,1,1,22,0,0,0,0,0,1,0
1221,282,2,15,124,3,19,0,14,0,0,0,0,3,3,19,0,0,0,0,0,3,0
1222,282,2,15,127,1,12,0,12,0,0,0,0,2,1,12,0,0,0,0,0,2,0
1223,282,2,15,128,3,15,0,8,0,0,0,0,5,3,15,0,0,1,0,0,5,1
1224,282,2,15,130,3,15,0,7,0,0,0,0,3,3,15,0,0,0,0,0,3,0
1225,282,2,15,131,2,25,0,18,0,0,0,0,2,2,25,0,0,0,0,0,2,0
1226,283,2,15,122,2,6,0,3,0,0,0,0,4,2,6,0,0,0,0,0,4,0
1227,283,2,15,123,3,33,0,16,0,0,0,0,4,3,33,0,0,0,0,0,4,0
1228,283,2,15,124,3,20,0,13,0,0,0,0,3,3,20,0,0,0,0,0,3,0
1229,283,2,15,131,2,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,2,0
1230,284,3,15,44,1,16,0,16,2,1,16,0,1,0,0,0,0,0,0,0,3,0
1231,285,2,15,44,2,7,0,6,0,0,0,0,2,2,7,0,0,0,0,0,2,0
1232,285,2,15,126,2,27,0,23,0,0,0,0,2,2,27,0,0,0,0,0,2,0
1233,286,4,15,126,1,16,0,16,1,1,16,0,0,0,0,0,0,0,0,0,1,0
1234,286,4,15,127,2,22,0,12,0,0,0,0,3,2,22,0,1,0,0,0,3,1
1235,286,4,15,129,1,6,0,6,0,0,0,0,1,1,6,0,1,0,0,0,1,1
1236,287,2,15,44,3,17,0,7,0,0,0,0,3,3,17,0,0,0,0,0,3,0
1237,287,2,15,129,1,30,0,30,0,0,0,0,1,1,30,0,0,0,0,0,1,0
1238,287,2,15,130,1,-3,0,-3,0,0,0,0,1,1,-3,0,0,0,0,0,1,0
1239,288,3,16,18,7,50,0,18,2,0,0,0,8,7,50,0,0,1,1,0,10,2
1240,288,3,16,39,5,62,0,23,1,1,23,0,6,4,39,0,0,0,0,0,7,0
1241,288,3,16,48,8,99,0,37,1,1,37,0,8,7,62,0,0,0,0,0,9,0
1242,288,3,16,83,9,137,1,30,3,2,59,1,9,7,78,0,1,0,0,0,12,1
1243,288,3,16,94,4,72,0,27,2,0,0,0,6,4,72,0,3,0,0,0,8,3
1244,288,3,16,121,5,53,0,16,0,0,0,0,6,5,53,0,1,0,0,0,6,1
1245,288,3,16,132,2,34,0,21,2,1,21,0,4,1,13,0,0,1,0,0,6,1
1246,288,3,16,133,6,36,0,7,0,0,0,0,6,6,36,0,1,1,0,0,6,2
1247,288,3,16,134,7,94,1,28,1,0,0,0,8,7,94,1,1,0,0,1,9,1
1248,288,3,16,135,6,93,1,27,1,1,27,1,6,5,66,0,0,0,0,0,7,0
1249,288,3,16,136,6,95,1,25,6,2,48,0,8,4,47,1,1,0,0,1,14,1
1250,288,3,16,137,3,18,0,10,1,0,0,0,4,3,18,0,0,0,0,0,5,0
1251,289,3,16,18,1,9,0,9,1,0,0,0,2,1,9,0,1,0,0,0,3,1
1252,289,3,16,39,1,10,0,10,0,0,0,0,2,1,10,0,0,0,0,0,2,0
1253,289,3,16,94,2,16,0,10,0,0,0,0,2,2,16,0,1,0,0,0,2,1
1254,289,3,16,132,3,41,0,22,2,1,22,0,2,2,19,0,0,0,0,0,4,0
1255,289,3,16,133,1,23,0,23,2,1,23,0,0,0,0,0,0,0,0,0,2,0
1256,289,3,16,135,1,6,0,6,0,0,0,0,1,1,6,0,0,0,0,0,1,0
1257,292,3,16,18,4,27,0,11,1,0,0,0,6,4,27,0,0,1,1,0,7,2
1258,292,3,16,39,5,43,0,25,1,1,25,0,7,4,18,0,1,0,0,0,8,1
1259,292,3,16,48,2,25,0,13,0,0,0,0,4,2,25,0,0,0,0,0,4,0
1260,292,3,16,83,5,58,0,25,2,1,25,0,5,4,33,0,0,0,0,0,7,0
1261,292,3,16,94,1,16,0,16,2,0,0,0,2,1,16,0,1,0,0,0,4,1
1262,292,3,16,121,3,85,1,48,2,1,25,0,6,2,60,1,0,0,0,0,8,0
1263,292,3,16,132,7,82,1,24,2,1,24,0,7,6,58,1,2,0,1,1,9,3
1264,292,3,16,133,10,80,1,20,1,1,20,0,10,9,60,1,0,0,1,1,11,1
1265,292,3,16,134,3,49,1,32,4,1,32,1,4,2,17,0,1,0,0,0,8,1
1266,292,3,16,135,5,40,0,15,2,0,0,0,7,5,40,0,0,0,2,0,9,2
1267,292,3,16,136,3,62,0,51,4,1,51,0,4,2,11,0,0,0,0,0,8,0
1268,292,3,16,137,3,10,0,5,0,0,0,0,3,3,10,0,0,0,0,0,3,0
1269,293,4,16,18,2,21,0,14,1,0,0,0,4,2,21,0,0,0,0,0,5,0
1270,293,4,16,39,2,8,0,5,1,0,0,0,2,2,8,0,0,0,0,0,3,0
1271,293,4,16,48,4,44,2,29,2,1,29,1,4,3,15,1,0,0,1,1,6,1
1272,293,4,16,83,3,21,0,12,1,0,0,0,4,3,21,0,0,0,0,0,5,0
1273,293,4,16,121,1,7,0,7,3,0,0,0,2,1,7,0,0,0,0,0,5,0
1274,293,4,16,132,3,39,0,17,0,0,0,0,3,3,39,0,0,0,0,0,3,0
1275,293,4,16,134,3,30,0,17,0,0,0,0,6,3,30,0,0,0,0,0,6,0
1276,293,4,16,135,2,19,0,13,0,0,0,0,3,2,19,0,0,0,0,0,3,0
1277,293,4,16,136,1,8,0,8,2,0,0,0,2,1,8,0,0,0,0,0,4,0
1278,293,4,16,137,2,13,0,10,0,0,0,0,3,2,13,0,0,0,0,0,3,0
1279,295,3,16,18,3,44,1,20,2,1,20,1,2,2,24,0,1,0,0,1,4,1
1280,295,3,16,94,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0
1281,295,3,16,135,1,9,0,9,0,0,0,0,1,1,9,0,0,0,0,0,1,0
1282,297,2,16,39,1,55,1,55,0,0,0,0,2,1,55,1,0,0,0,0,2,0
1283,297,2,16,94,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0
1284,297,2,16,121,2,19,0,11,0,0,0,0,3,2,19,0,0,0,0,0,3,0
1285,297,2,16,132,2,12,0,8,0,0,0,0,2,2,12,0,0,0,0,0,2,0
1286,297,2,16,135,1,9,0,9,0,0,0,0,3,1,9,0,0,0,1,0,3,1
1287,297,2,16,136,1,2,0,2,0,0,0,0,1,1,2,0,0,0,0,0,1,0
1288,297,2,16,137,1,8,0,8,0,0,0,0,2,1,8,0,0,0,0,0,2,0
1289,299,2,16,18,2,8,0,7,0,0,0,0,2,2,8,0,1,0,0,0,2,1
1290,299,2,16,121,1,5,0,5,0,0,0,0,1,1,5,0,0,0,0,0,1,0
1291,299,2,16,132,1,5,0,5,0,0,0,0,2,1,5,0,1,1,0,0,2,2
1292,299,2,16,133,2,-2,0,1,0,0,0,0,2,2,-2,0,0,0,0,0,2,0
1293,299,2,16,134,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0
1294,299,2,16,135,1,5,0,5,0,0,0,0,2,1,5,0,0,0,0,0,2,0
1295,299,2,16,137,3,38,0,16,0,0,0,0,3,3,38,0,0,0,0,0,3,0
1296,302,3,16,18,5,79,1,31,2,1,25,0,5,4,54,1,0,0,1,1,7,1
1297,302,3,16,39,1,12,1,12,0,0,0,0,2,1,12,1,2,0,0,1,2,2
1298,302,3,16,48,2,33,0,21,0,0,0,0,2,2,33,0,0,0,0,0,2,0
1299,302,3,16,94,1,9,1,9,0,0,0,0,2,1,9,1,1,1,0,1,2,2
1300,302,3,16,121,1,8,0,8,0,0,0,0,1,1,8,0,0,0,0,0,1,0
1301,302,3,16,132,2,26,0,20,1,0,0,0,3,2,26,0,1,0,0,0,4,1
1302,302,3,16,133,9,103,0,32,0,0,0,0,9,9,103,0,0,0,0,0,9,0
1303,302,3,16,134,5,53,0,20,1,0,0,0,5,5,53,0,0,0,0,0,6,0
1304,302,3,16,135,3,41,0,25,1,0,0,0,4,3,41,0,0,0,0,0,5,0
1305,302,3,16,136,3,43,0,20,1,1,20,0,2,2,23,0,0,0,0,0,3,0
1306,302,3,16,137,3,28,0,13,0,0,0,0,6,3,28,0,0,0,0,0,6,0
1307,304,3,16,18,3,63,0,37,4,1,37,0,2,2,26,0,0,0,0,0,6,0
1308,304,3,16,39,2,28,0,23,1,1,23,0,4,1,5,0,0,0,0,0,5,0
1309,304,3,16,94,3,76,0,38,4,2,67,0,1,1,9,0,0,0,0,0,5,0
1310,304,3,16,133,1,5,0,5,2,0,0,0,2,1,5,0,1,0,0,0,4,1
1311,304,3,16,134,1,80,1,80,1,1,80,1,0,0,0,0,0,0,0,0,1,0
1312,304,3,16,135,1,10,0,10,0,0,0,0,1,1,10,0,0,0,0,0,1,0
1313,304,3,16,137,1,6,0,6,4,0,0,0,2,1,6,0,0,0,0,0,6,0
1314,305,4,16,132,1,9,0,9,0,0,0,0,2,1,9,0,0,0,0,0,2,0
1315,305,4,16,134,1,21,0,21,0,0,0,0,2,1,21,0,0,0,1,0,2,1
1316,310,3,17,30,1,9,0,9,0,0,0,0,1,1,9,0,1,0,0,0,1,1
1317,310,3,17,42,1,7,0,7,0,0,0,0,1,1,7,0,0,0,0,0,1,0
1318,310,3,17,56,2,15,1,11,0,0,0,0,2,2,15,1,1,0,0,1,2,1
1319,310,3,17,84,1,6,0,6,0,0,0,0,1,1,6,0,0,0,0,0,1,0
1320,310,3,17,138,3,35,0,15,0,0,0,0,3,3,35,0,0,0,0,0,3,0
1321,310,3,17,139,1,4,0,4,0,0,0,0,2,1,4,0,0,0,0,0,2,0
1322,310,3,17,140,3,24,0,22,0,0,0,0,6,3,24,0,0,1,1,0,6,2
1323,310,3,17,141,7,75,0,23,2,1,23,0,7,6,52,0,2,0,1,0,9,3
1324,311,3,17,16,2,4,0,2,1,0,0,0,6,2,4,0,0,0,0,0,7,0
1325,311,3,17,30,2,41,0,22,4,1,22,0,1,1,19,0,0,0,0,0,5,0
1326,311,3,17,42,5,119,1,75,4,2,100,1,6,3,19,0,0,1,0,0,10,1
1327,311,3,17,56,2,10,0,10,1,0,0,0,4,2,10,0,0,0,0,0,5,0
1328,311,3,17,79,4,43,0,15,1,0,0,0,5,4,43,0,0,0,0,0,6,0
1329,311,3,17,84,2,29,1,16,1,1,16,0,4,1,13,1,1,0,1,1,5,2
1330,311,3,17,118,3,28,0,20,2,1,20,0,2,2,8,0,1,0,0,0,4,1
1331,311,3,17,133,4,52,2,24,4,2,45,2,2,2,7,0,1,0,0,0,6,1
1332,311,3,17,138,5,73,1,48,2,1,48,1,6,4,25,0,1,0,0,0,8,1
1333,311,3,17,139,5,69,0,30,2,0,0,0,7,5,69,0,0,0,0,0,9,0
1334,311,3,17,140,3,61,0,33,2,1,33,0,3,2,28,0,0,0,0,0,5,0
1335,311,3,17,141,2,40,0,27,1,1,27,0,4,1,13,0,0,0,0,0,5,0
1336,313,4,17,16,2,19,0,14,0,0,0,0,3,2,19,0,0,0,0,0,3,0
1337,313,4,17,30,2,20,0,11,1,0,0,0,3,2,20,0,0,0,0,0,4,0
1338,313,4,17,42,2,16,0,12,0,0,0,0,6,2,16,0,0,2,0,0,6,2
1339,313,4,17,56,2,19,1,12,1,0,0,0,7,2,19,1,2,1,1,1,8,4
1340,313,4,17,79,4,14,0,13,0,0,0,0,6,4,14,0,1,0,0,0,6,1
1341,313,4,17,84,1,20,0,20,1,1,20,0,0,0,0,0,0,0,0,0,1,0
1342,313,4,17,118,2,43,0,32,1,1,32,0,2,1,11,0,0,0,0,0,3,0
1343,313,4,17,133,3,33,0,15,0,0,0,0,3,3,33,0,0,0,0,0,3,0
1344,313,4,17,138,2,33,0,26,1,0,0,0,3,2,33,0,0,0,0,0,4,0
1345,313,4,17,139,3,37,0,17,0,0,0,0,4,3,37,0,1,0,0,0,4,1
1346,313,4,17,140,3,25,0,19,0,0,0,0,4,3,25,0,0,1,0,0,4,1
1347,313,4,17,141,2,38,0,27,1,1,27,0,2,1,11,0,0,0,0,0,3,0
1348,315,2,17,84,2,8,0,5,0,0,0,0,3,2,8,0,0,0,0,0,3,0
1349,316,2,17,16,4,112,1,81,1,1,81,1,6,3,31,0,1,0,0,0,7,1
1350,316,2,17,30,6,72,0,37,0,0,0,0,9,6,72,0,1,0,0,0,9,1
1351,316,2,17,42,3,14,0,7,0,0,0,0,6,3,14,0,0,0,0,0,6,0
1352,316,2,17,56,4,39,1,20,0,0,0,0,4,4,39,1,0,0,1,1,4,1
1353,316,2,17,79,6,26,0,10,0,0,0,0,9,6,26,0,0,0,0,0,9,0
1354,316,2,17,84,5,27,0,11,0,0,0,0,5,5,27,0,0,1,0,0,5,1
1355,316,2,17,118,1,10,0,10,0,0,0,0,3,1,10,0,1,0,0,0,3,1
1356,316,2,17,133,3,13,0,7,0,0,0,0,4,3,13,0,0,0,0,0,4,0
1357,316,2,17,138,5,19,0,11,0,0,0,0,5,5,19,0,0,0,0,0,5,0
1358,316,2,17,139,4,24,0,24,0,0,0,0,4,4,24,0,0,0,0,0,4,0
1359,316,2,17,140,5,39,0,15,1,0,0,0,7,5,39,0,0,0,0,0,8,0
1360,318,3,17,16,3,57,0,33,2,1,33,0,5,2,24,0,0,0,0,0,7,0
1361,318,3,17,30,4,21,0,7,0,0,0,0,5,4,21,0,0,0,0,0,5,0
1362,318,3,17,42,7,160,1,80,2,1,30,0,8,6,130,1,1,0,0,0,10,1
1363,318,3,17,56,5,70,0,31,1,0,0,0,5,5,70,0,2,0,0,0,6,2
1364,318,3,17,79,6,98,1,24,2,2,40,0,4,4,58,1,0,0,0,0,6,0
1365,318,3,17,84,1,22,0,22,1,1,22,0,3,0,0,0,1,0,1,0,4,2
1366,318,3,17,118,6,51,0,17,2,0,0,0,8,6,51,0,3,1,0,0,10,4
1367,318,3,17,133,3,34,0,24,2,1,24,0,5,2,10,0,2,1,0,0,7,3
1368,318,3,17,138,9,112,0,18,0,0,0,0,10,9,112,0,1,0,0,0,10,1
1369,318,3,17,139,2,33,0,22,1,0,0,0,3,2,33,0,0,0,0,0,4,0
1370,319,3,17,16,1,7,0,7,2,0,0,0,5,1,7,0,1,0,0,0,7,1
1371,319,3,17,30,3,47,1,33,1,1,33,1,2,2,14,0,0,0,0,0,3,0
1372,319,3,17,56,4,36,0,12,0,0,0,0,5,4,36,0,0,0,0,0,5,0
1373,319,3,17,79,4,47,1,20,3,1,20,1,4,3,27,0,1,0,0,1,7,1
1374,319,3,17,84,5,119,0,63,4,3,108,0,3,2,11,0,0,0,0,0,7,0
1375,319,3,17,118,1,19,0,19,4,1,19,0,2,0,0,0,0,0,0,0,6,0
1376,319,3,17,133,5,114,0,45,5,2,81,0,4,3,33,0,2,0,0,0,9,2
1377,319,3,17,138,1,11,0,11,2,0,0,0,2,1,11,0,0,0,0,0,4,0
1378,319,3,17,139,2,54,2,42,4,1,42,1,1,1,12,1,1,0,0,1,5,1
1379,319,3,17,141,5,53,0,22,1,0,0,0,9,5,53,0,0,0,0,0,10,0
1380,320,3,17,30,1,17,0,17,1,1,17,0,0,0,0,0,0,0,0,0,1,0
1381,320,3,17,56,2,42,0,27,1,1,27,0,1,1,15,0,0,0,0,0,2,0
1382,320,3,17,84,2,29,0,25,2,1,25,0,1,1,4,0,0,0,0,0,3,0
1383,320,3,17,133,1,8,0,8,1,0,0,0,2,1,8,0,1,0,0,0,3,1
1384,320,3,17,138,1,15,0,15,1,0,0,0,1,1,15,0,0,0,0,0,2,0
1385,320,3,17,141,4,61,0,22,4,2,41,0,3,2,20,0,0,0,0,0,7,0
1386,321,2,17,141,3,24,0,15,0,0,0,0,3,3,24,0,0,0,0,0,3,0
1387,322,4,17,30,1,7,0,7,0,0,0,0,1,1,7,0,0,0,0,0,1,0
1388,322,4,17,79,2,15,0,15,0,0,0,0,3,2,15,0,1,0,0,0,3,1
1389,322,4,17,84,1,16,0,16,2,1,16,0,1,0,0,0,0,0,0,0,3,0
1390,322,4,17,138,1,11,0,11,0,0,0,0,2,1,11,0,1,0,0,0,2,1
1391,322,4,17,139,1,27,0,27,0,0,0,0,1,1,27,0,0,0,0,0,1,0
1392,323,2,17,42,2,13,0,9,0,0,0,0,2,2,13,0,1,0,0,0,2,1
1393,323,2,17,56,1,18,0,18,0,0,0,0,2,1,18,0,0,0,0,0,2,0
1394,323,2,17,79,1,7,0,7,0,0,0,0,1,1,7,0,0,0,0,0,1,0
1395,323,2,17,84,1,7,0,7,0,0,0,0,1,1,7,0,0,0,0,0,1,0
1396,323,2,17,139,1,49,0,49,0,0,0,0,1,1,49,0,0,0,0,0,1,0
1397,327,4,17,118,1,16,0,16,0,0,0,0,1,1,16,0,0,0,0,0,1,0
1398,327,4,17,138,1,17,0,17,0,0,0,0,1,1,17,0,0,0,0,0,1,0
1399,327,4,17,139,1,5,0,5,0,0,0,0,1,1,5,0,0,0,0,0,1,0
1400,330,2,17,30,2,19,1,17,0,0,0,0,2,2,19,1,0,0,1,1,2,1
1401,330,2,17,79,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0
1402,330,2,17,84,3,21,1,11,0,0,0,0,3,3,21,1,0,1,1,1,3,2
1403,330,2,17,139,1,4,0,4,0,0,0,0,1,1,4,0,0,0,0,0,1,0
1404,330,2,17,141,1,3,1,3,0,0,0,0,2,1,3,1,0,0,1,1,2,1
1405,332,3,18,22,2,10,0,5,1,0,0,0,3,2,10,0,0,0,0,0,4,0
1406,332,3,18,35,2,11,0,6,0,0,0,0,5,2,11,0,0,0,0,0,5,0
1407,332,3,18,40,2,33,0,22,0,0,0,0,2,2,33,0,0,0,0,0,2,0
1408,332,3,18,90,3,11,0,6,0,0,0,0,3,3,11,0,0,0,0,0,3,0
1409,332,3,18,95,2,12,0,9,0,0,0,0,2,2,12,0,0,0,0,0,2,0
1410,332,3,18,134,4,35,0,9,1,0,0,0,4,4,35,0,0,0,0,0,5,0
1411,332,3,18,135,2,11,0,7,0,0,0,0,3,2,11,0,0,0,0,0,3,0
1412,332,3,18,138,2,20,0,17,1,0,0,0,2,2,20,0,0,0,0,0,3,0
1413,332,3,18,142,3,34,0,28,1,1,28,0,2,2,6,0,0,0,0,0,3,0
1414,332,3,18,144,2,9,0,5,0,0,0,0,3,2,9,0,0,0,0,0,3,0
1415,333,3,18,22,3,26,0,10,0,0,0,0,3,3,26,0,0,1,0,0,3,1
1416,333,3,18,35,5,100,0,34,3,2,50,0,3,3,50,0,0,0,0,0,6,0
1417,333,3,18,40,2,20,0,14,1,0,0,0,2,2,20,0,0,0,0,0,3,0
1418,333,3,18,90,7,89,1,22,2,1,22,0,7,6,67,1,0,1,1,1,9,2
1419,333,3,18,95,2,33,0,20,1,0,0,0,2,2,33,0,0,0,0,0,3,0
1420,333,3,18,135,1,7,0,7,0,0,0,0,1,1,7,0,0,0,0,0,1,0
1421,336,3,18,22,4,128,1,63,4,3,117,1,3,1,11,0,0,0,1,0,7,1
1422,336,3,18,35,1,13,0,13,0,0,0,0,1,1,13,0,0,1,0,0,1,1
1423,336,3,18,40,3,68,1,32,2,2,62,1,4,1,6,0,0,0,0,0,6,0
1424,336,3,18,50,5,69,0,38,4,2,54,0,3,3,15,0,1,0,0,0,7,1
1425,336,3,18,90,2,37,0,27,2,1,27,0,4,1,10,0,0,0,2,0,6,2
1426,336,3,18,95,2,52,0,43,3,1,43,0,2,1,9,0,0,0,0,0,5,0
1427,336,3,18,134,3,39,0,18,2,1,18,0,4,2,21,0,0,0,0,0,6,0
1428,336,3,18,135,2,32,1,21,1,0,0,0,3,2,32,1,0,0,0,0,4,0
1429,336,3,18,138,3,31,0,14,1,0,0,0,4,3,31,0,0,0,0,0,5,0
1430,336,3,18,143,1,17,0,17,1,1,17,0,0,0,0,0,0,0,0,0,1,0
1431,336,3,18,144,2,4,0,6,0,0,0,0,3,2,4,0,0,0,0,0,3,0
1432,337,4,18,22,3,19,0,9,1,0,0,0,4,3,19,0,0,0,0,0,5,0
1433,337,4,18,40,4,44,0,14,2,0,0,0,8,4,44,0,2,0,0,0,10,2
1434,337,4,18,50,7,75,0,18,0,0,0,0,9,7,75,0,1,1,0,0,9,2
1435,337,4,18,90,3,27,0,10,1,0,0,0,8,3,27,0,0,1,1,0,9,2
1436,337,4,18,95,1,11,0,11,0,0,0,0,3,1,11,0,0,0,0,0,3,0
1437,337,4,18,134,4,74,0,39,1,1,16,0,10,3,58,0,1,0,0,0,11,1
1438,337,4,18,135,2,12,0,9,0,0,0,0,5,2,12,0,0,0,0,0,5,0
1439,337,4,18,138,2,84,1,59,2,2,84,1,1,0,0,0,0,0,0,0,3,0
1440,337,4,18,142,4,56,0,26,2,1,26,0,6,3,30,0,0,0,0,0,8,0
1441,337,4,18,143,4,46,0,22,1,1,22,0,3,3,24,0,0,0,0,0,4,0
1442,337,4,18,144,3,25,0,10,0,0,0,0,3,3,25,0,0,0,0,0,3,0
1443,338,2,18,22,4,31,0,12,0,0,0,0,4,4,31,0,0,0,0,0,4,0
1444,338,2,18,40,3,24,0,12,0,0,0,0,3,2,14,0,0,0,0,0,3,0
1445,338,2,18,50,1,5,0,5,0,0,0,0,2,1,5,0,0,0,1,0,2,1
1446,338,2,18,90,2,11,0,7,1,0,0,0,3,2,11,0,1,0,0,0,4,1
1447,338,2,18,95,1,8,0,8,0,0,0,0,1,1,8,0,0,1,0,0,1,1
1448,338,2,18,134,2,12,0,6,0,0,0,0,2,2,12,0,0,0,0,0,2,0
1449,338,2,18,135,3,38,0,17,0,0,0,0,3,3,38,0,0,0,0,0,3,0
1450,338,2,18,138,2,16,0,12,0,0,0,0,4,2,16,0,0,0,0,0,4,0
1451,338,2,18,142,4,30,0,12,0,0,0,0,4,4,30,0,0,0,0,0,4,0
1452,338,2,18,143,1,4,0,4,0,0,0,0,2,1,4,0,0,0,0,0,2,0
1453,338,2,18,144,5,46,1,18,0,0,0,0,5,5,46,1,1,0,1,1,5,2
1454,341,3,18,50,1,5,0,5,2,0,0,0,1,1,5,0,0,0,0,0,3,0
1455,341,3,18,95,1,12,0,12,1,0,0,0,1,1,12,0,0,0,0,0,2,0
1456,341,3,18,138,2,2,0,5,1,0,0,0,3,2,2,0,0,0,0,0,4,0
1457,341,3,18,142,2,30,0,27,1,1,27,0,2,1,3,0,0,0,0,0,3,0
1458,341,3,18,143,1,15,0,15,1,0,0,0,1,1,15,0,0,0,0,0,2,0
1459,341,3,18,144,1,30,0,30,1,1,30,0,0,0,0,0,0,0,0,0,1,0
1460,342,4,18,35,2,12,1,8,0,0,0,0,2,2,12,1,0,0,1,1,2,1
1461,342,4,18,142,1,4,0,4,0,0,0,0,1,1,4,0,0,0,0,0,1,0
1462,342,4,18,143,2,8,0,6,0,0,0,0,2,2,8,0,1,0,0,0,2,1
1463,342,4,18,144,1,9,0,9,0,0,0,0,1,1,9,0,0,0,0,0,1,0
1464,344,4,18,22,2,5,0,8,1,0,0,0,2,2,5,0,1,0,0,0,3,1
1465,344,4,18,40,1,22,0,22,1,1,22,0,0,0,0,0,0,0,0,0,1,0
1466,344,4,18,50,6,29,1,10,0,0,0,0,7,6,29,1,0,0,2,1,7,2
1467,344,4,18,90,1,16,0,16,0,0,0,0,2,1,16,0,0,0,0,0,2,0
1468,344,4,18,95,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1
1469,344,4,18,134,1,22,1,22,1,1,22,1,1,0,0,0,0,0,0,0,2,0
1470,344,4,18,135,1,7,0,7,0,0,0,0,2,1,7,0,0,0,0,0,2,0
1471,344,4,18,138,2,30,0,18,0,0,0,0,2,2,30,0,0,0,0,0,2,0
1472,344,4,18,142,2,12,0,9,0,0,0,0,3,2,12,0,0,0,0,0,3,0
1473,344,4,18,143,3,25,0,13,0,0,0,0,4,3,25,0,0,0,0,0,4,0
1474,344,4,18,144,2,17,1,13,0,0,0,0,3,2,17,1,0,0,1,1,3,1
1475,345,2,18,22,1,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,2,0
1476,345,2,18,35,3,47,1,35,0,0,0,0,4,3,47,1,1,0,0,0,4,1
1477,345,2,18,90,1,26,0,26,0,0,0,0,2,1,26,0,0,0,0,0,2,0
1478,345,2,18,95,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0
1479,345,2,18,134,1,12,0,12,0,0,0,0,1,1,12,0,1,0,0,0,1,1
1480,345,2,18,135,1,-8,0,-8,0,0,0,0,2,1,-8,0,0,0,0,0,2,0
